Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2024-11-01,220.97000122070312,225.35000610351562,220.27000427246094,222.91000366210938,222.4204864501953,65276700,AAPL
2024-11-04,220.99000549316406,222.7899932861328,219.7100067138672,222.00999450683594,221.52244567871094,44944500,AAPL
2024-11-05,221.8000030517578,223.9499969482422,221.13999938964844,223.4499969482422,222.95928955078125,28111300,AAPL
2024-11-06,222.61000061035156,226.07000732421875,221.19000244140625,222.72000122070312,222.23089599609375,54561100,AAPL
2024-11-07,224.6300048828125,227.8800048828125,224.57000732421875,227.47999572753906,226.98043823242188,42137700,AAPL
2024-11-08,227.1699981689453,228.66000366210938,226.41000366210938,226.9600067138672,226.7107391357422,38328800,AAPL
2024-11-11,225.0,225.6999969482422,221.5,224.22999572753906,223.98373413085938,42005600,AAPL
2024-11-12,224.5500030517578,225.58999633789062,223.36000061035156,224.22999572753906,223.98373413085938,40398300,AAPL
2024-11-13,224.00999450683594,226.64999389648438,222.75999450683594,225.1199951171875,224.8727569580078,48566200,AAPL
2024-11-14,225.02000427246094,228.8699951171875,225.0,228.22000122070312,227.9693603515625,44923900,AAPL
2024-11-15,226.39999389648438,226.9199981689453,224.27000427246094,225.0,224.7528839111328,47923700,AAPL
2024-11-18,225.25,229.74000549316406,225.1699981689453,228.02000427246094,227.7695770263672,44686000,AAPL
2024-11-19,226.97999572753906,230.16000366210938,226.66000366210938,228.27999877929688,228.02928161621094,36211800,AAPL
2024-11-20,228.05999755859375,229.92999267578125,225.88999938964844,229.0,228.7484893798828,35169600,AAPL
2024-11-21,228.8800048828125,230.16000366210938,225.7100067138672,228.52000427246094,228.26902770996094,42108300,AAPL
2024-11-22,228.05999755859375,230.72000122070312,228.05999755859375,229.8699951171875,229.61753845214844,38168300,AAPL
2024-11-25,231.4600067138672,233.25,229.74000549316406,232.8699951171875,232.61424255371094,90152800,AAPL
2024-11-26,233.3300018310547,235.57000732421875,233.3300018310547,235.05999755859375,234.8018341064453,45986200,AAPL
2024-11-27,234.47000122070312,235.69000244140625,233.80999755859375,234.92999267578125,234.67198181152344,33498400,AAPL
2024-11-29,234.80999755859375,237.80999755859375,233.97000122070312,237.3300018310547,237.06935119628906,28481400,AAPL
2024-12-02,237.27000427246094,240.7899932861328,237.16000366210938,239.58999633789062,239.3268585205078,48137100,AAPL
2024-12-03,239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,242.3834991455078,38861000,AAPL
2024-12-04,242.8699951171875,244.11000061035156,241.25,243.00999450683594,242.74310302734375,44383900,AAPL
2024-12-05,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,242.7730712890625,40033900,AAPL
2024-12-06,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,242.5732879638672,36870600,AAPL
2024-12-09,241.8300018310547,247.24000549316406,241.75,246.75,246.47900390625,44649200,AAPL
2024-12-10,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,247.4978790283203,36914800,AAPL
2024-12-11,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,246.2192840576172,45205800,AAPL
2024-12-12,246.88999938964844,248.74000549316406,245.67999267578125,247.9600067138672,247.68768310546875,32777500,AAPL
2024-12-13,247.82000732421875,249.2899932861328,246.24000549316406,248.1300048828125,247.85748291015625,33155300,AAPL
2024-12-16,247.99000549316406,251.3800048828125,247.64999389648438,251.0399932861328,250.7642822265625,51694800,AAPL
2024-12-17,250.0800018310547,253.8300018310547,249.77999877929688,253.47999572753906,253.20159912109375,51356400,AAPL
2024-12-18,252.16000366210938,254.27999877929688,247.74000549316406,248.0500030517578,247.77757263183594,56774100,AAPL
2024-12-19,247.5,252.0,247.08999633789062,249.7899932861328,249.51565551757812,60882300,AAPL
2024-12-20,248.0399932861328,255.0,245.69000244140625,254.49000549316406,254.21051025390625,147495300,AAPL
2024-12-23,254.77000427246094,255.64999389648438,253.4499969482422,255.27000427246094,254.98965454101562,40858800,AAPL
2024-12-24,255.49000549316406,258.2099914550781,255.2899932861328,258.20001220703125,257.91644287109375,23234700,AAPL
2024-12-26,258.19000244140625,260.1000061035156,257.6300048828125,259.0199890136719,258.7355041503906,27237100,AAPL
2024-12-27,257.8299865722656,258.70001220703125,253.05999755859375,255.58999633789062,255.30929565429688,42355300,AAPL
2024-12-30,252.22999572753906,253.5,250.75,252.1999969482422,251.9230194091797,35557500,AAPL
2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,250.1449737548828,39480700,AAPL
2025-01-02,248.92999267578125,249.10000610351562,241.82000732421875,243.85000610351562,243.5821990966797,55740700,AAPL
2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,243.0927276611328,40244100,AAPL
2025-01-06,244.30999755859375,247.3300018310547,243.1999969482422,245.0,244.73092651367188,45045600,AAPL
2025-01-07,242.97999572753906,245.5500030517578,241.35000610351562,242.2100067138672,241.94400024414062,40856000,AAPL
2025-01-08,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,242.43344116210938,37628900,AAPL
2025-01-10,240.00999450683594,240.16000366210938,233.0,236.85000610351562,236.58987426757812,61710900,AAPL
2025-01-13,233.52999877929688,234.6699981689453,229.72000122070312,234.39999389648438,234.14256286621094,49630700,AAPL
2025-01-14,234.75,236.1199951171875,232.47000122070312,233.27999877929688,233.02378845214844,39435300,AAPL
2025-01-15,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,237.60874938964844,39832000,AAPL
2025-01-16,237.35000610351562,238.00999450683594,228.02999877929688,228.25999450683594,228.00930786132812,71759100,AAPL
2025-01-17,232.1199951171875,232.2899932861328,228.47999572753906,229.97999572753906,229.7274169921875,68488300,AAPL
2025-01-21,224.0,224.4199981689453,219.3800048828125,222.63999938964844,222.39547729492188,98070400,AAPL
2025-01-22,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,223.58416748046875,64126500,AAPL
2025-01-23,224.74000549316406,227.02999877929688,222.3000030517578,223.66000366210938,223.41436767578125,60234800,AAPL
2025-01-24,224.77999877929688,225.6300048828125,221.41000366210938,222.77999877929688,222.5353240966797,54697900,AAPL
2025-01-27,224.02000427246094,232.14999389648438,223.97999572753906,229.86000061035156,229.6075439453125,94863400,AAPL
2025-01-28,230.85000610351562,240.19000244140625,230.80999755859375,238.25999450683594,237.99832153320312,75707600,AAPL
2025-01-29,234.1199951171875,239.86000061035156,234.00999450683594,239.36000061035156,239.0971221923828,45486100,AAPL
2025-01-30,238.6699981689453,240.7899932861328,237.2100067138672,237.58999633789062,237.3290557861328,55658300,AAPL
2025-01-31,247.19000244140625,247.19000244140625,233.44000244140625,236.0,235.74081420898438,101075100,AAPL
2025-02-03,229.99000549316406,231.8300018310547,225.6999969482422,228.00999450683594,227.75958251953125,73063300,AAPL
2025-02-04,227.25,233.1300048828125,226.64999389648438,232.8000030517578,232.54432678222656,45067300,AAPL
2025-02-05,228.52999877929688,232.6699981689453,228.27000427246094,232.47000122070312,232.21469116210938,39620300,AAPL
2025-02-06,231.2899932861328,233.8000030517578,230.42999267578125,233.22000122070312,232.9638671875,29925300,AAPL
2025-02-07,232.60000610351562,234.0,227.25999450683594,227.6300048828125,227.3800048828125,39707200,AAPL
2025-02-10,229.57000732421875,230.58999633789062,227.1999969482422,227.64999389648438,227.64999389648438,33115600,AAPL
2025-02-11,228.1999969482422,235.22999572753906,228.1300048828125,232.6199951171875,232.6199951171875,53718400,AAPL
2025-02-12,231.1999969482422,236.9600067138672,230.67999267578125,236.8699951171875,236.8699951171875,45243300,AAPL
2025-02-13,236.91000366210938,242.33999633789062,235.57000732421875,241.52999877929688,241.52999877929688,53614100,AAPL
2025-02-14,241.25,245.5500030517578,240.99000549316406,244.60000610351562,244.60000610351562,40896200,AAPL
2025-02-18,244.14999389648438,245.17999267578125,241.83999633789062,244.47000122070312,244.47000122070312,48822500,AAPL
2025-02-19,244.66000366210938,246.00999450683594,243.16000366210938,244.8699951171875,244.8699951171875,32204200,AAPL
2025-02-20,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,245.8300018310547,32316900,AAPL
2025-02-21,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,245.5500030517578,53197400,AAPL
2025-02-24,244.92999267578125,248.86000061035156,244.4199981689453,247.10000610351562,247.10000610351562,51326400,AAPL
2025-02-25,248.0,250.0,244.91000366210938,247.0399932861328,247.0399932861328,48013300,AAPL
2025-02-26,244.3300018310547,244.97999572753906,239.1300048828125,240.36000061035156,240.36000061035156,44433600,AAPL
2025-02-27,239.41000366210938,242.4600067138672,237.05999755859375,237.3000030517578,237.3000030517578,41153600,AAPL
2025-02-28,236.9499969482422,242.08999633789062,230.1999969482422,241.83999633789062,241.83999633789062,56833400,AAPL
2025-03-03,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,238.02999877929688,47184000,AAPL
2025-03-04,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,235.92999267578125,53798100,AAPL
2025-03-05,235.4199981689453,236.5500030517578,229.22999572753906,235.74000549316406,235.74000549316406,47227600,AAPL
2025-03-06,234.44000244140625,237.86000061035156,233.16000366210938,235.3300018310547,235.3300018310547,45170400,AAPL
2025-03-07,235.11000061035156,241.3699951171875,234.75999450683594,239.07000732421875,239.07000732421875,46273600,AAPL
2025-03-10,235.5399932861328,236.16000366210938,224.22000122070312,227.47999572753906,227.47999572753906,72071200,AAPL
2025-03-11,223.80999755859375,225.83999633789062,217.4499969482422,220.83999633789062,220.83999633789062,76137400,AAPL
2025-03-12,220.13999938964844,221.75,214.91000366210938,216.97999572753906,216.97999572753906,62547500,AAPL
2025-03-13,215.9499969482422,216.83999633789062,208.4199981689453,209.67999267578125,209.67999267578125,61368300,AAPL
2025-03-14,211.25,213.9499969482422,209.5800018310547,213.49000549316406,213.49000549316406,60107600,AAPL
2025-03-17,213.30999755859375,215.22000122070312,209.97000122070312,214.0,214.0,48073400,AAPL
2025-03-18,214.16000366210938,215.14999389648438,211.49000549316406,212.69000244140625,212.69000244140625,42432400,AAPL
2025-03-19,214.22000122070312,218.75999450683594,213.75,215.24000549316406,215.24000549316406,54385400,AAPL
2025-03-20,213.99000549316406,217.49000549316406,212.22000122070312,214.10000610351562,214.10000610351562,48862900,AAPL
2025-03-21,211.55999755859375,218.83999633789062,211.27999877929688,218.27000427246094,218.27000427246094,94127800,AAPL
2025-03-24,221.0,221.47999572753906,218.5800018310547,220.72999572753906,220.72999572753906,44299500,AAPL
2025-03-25,220.77000427246094,224.10000610351562,220.0800018310547,223.75,223.75,34493600,AAPL
2025-03-26,223.50999450683594,225.02000427246094,220.47000122070312,221.52999877929688,221.52999877929688,34466100,AAPL
2025-03-27,221.38999938964844,224.99000549316406,220.55999755859375,223.85000610351562,223.85000610351562,37094800,AAPL
2025-03-28,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,217.89999389648438,39818600,AAPL
2025-03-31,217.00999450683594,225.6199951171875,216.22999572753906,222.1300048828125,222.1300048828125,65299300,AAPL
2025-04-01,219.80999755859375,223.67999267578125,218.89999389648438,223.19000244140625,223.19000244140625,36412700,AAPL
2025-04-02,221.32000732421875,225.19000244140625,221.02000427246094,223.88999938964844,223.88999938964844,35905900,AAPL
2025-04-03,205.5399932861328,207.49000549316406,201.25,203.19000244140625,203.19000244140625,103419000,AAPL
2025-04-04,193.88999938964844,199.8800048828125,187.33999633789062,188.3800048828125,188.3800048828125,125910900,AAPL
2025-04-07,177.1999969482422,194.14999389648438,174.6199951171875,181.4600067138672,181.4600067138672,160466300,AAPL
2025-04-08,186.6999969482422,190.33999633789062,169.2100067138672,172.4199981689453,172.4199981689453,120859500,AAPL
2025-04-09,171.9499969482422,200.61000061035156,171.88999938964844,198.85000610351562,198.85000610351562,184395900,AAPL
2025-04-10,189.07000732421875,194.77999877929688,183.0,190.4199981689453,190.4199981689453,121880000,AAPL
2025-04-11,186.10000610351562,199.5399932861328,186.05999755859375,198.14999389648438,198.14999389648438,87435900,AAPL
2025-04-14,211.44000244140625,212.94000244140625,201.16000366210938,202.52000427246094,202.52000427246094,101352900,AAPL
2025-04-15,201.86000061035156,203.50999450683594,199.8000030517578,202.13999938964844,202.13999938964844,51343900,AAPL
2025-04-16,198.36000061035156,200.6999969482422,192.3699951171875,194.27000427246094,194.27000427246094,59732400,AAPL
2025-04-17,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,196.97999572753906,51334300,AAPL
2025-04-21,193.27000427246094,193.8000030517578,189.80999755859375,193.16000366210938,193.16000366210938,46742500,AAPL
2025-04-22,196.1199951171875,201.58999633789062,195.97000122070312,199.74000549316406,199.74000549316406,52976400,AAPL
2025-04-23,206.0,208.0,202.8000030517578,204.60000610351562,204.60000610351562,52929200,AAPL
2025-04-24,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,208.3699951171875,47311000,AAPL
2024-11-01,22.399999618530273,23.049999237060547,22.079999923706055,22.40999984741211,22.40999984741211,4744500,GME
2024-11-04,22.200000762939453,22.649999618530273,21.8799991607666,22.329999923706055,22.329999923706055,4300200,GME
2024-11-05,22.31999969482422,23.200000762939453,22.270000457763672,22.989999771118164,22.989999771118164,5858400,GME
2024-11-06,23.309999465942383,23.81999969482422,22.899999618530273,23.100000381469727,23.100000381469727,6648000,GME
2024-11-07,23.06999969482422,23.65999984741211,22.809999465942383,23.450000762939453,23.450000762939453,5554400,GME
2024-11-08,23.440000534057617,25.389999389648438,23.239999771118164,24.8799991607666,24.8799991607666,15908600,GME
2024-11-11,25.260000228881836,28.049999237060547,24.6299991607666,27.260000228881836,27.260000228881836,26633000,GME
2024-11-12,26.059999465942383,27.100000381469727,24.950000762939453,26.84000015258789,26.84000015258789,18972700,GME
2024-11-13,26.260000228881836,28.219999313354492,26.219999313354492,26.459999084472656,26.459999084472656,18490300,GME
2024-11-14,27.170000076293945,28.280000686645508,26.719999313354492,27.3700008392334,27.3700008392334,16502000,GME
2024-11-15,28.079999923706055,28.59000015258789,26.31999969482422,26.59000015258789,26.59000015258789,16451800,GME
2024-11-18,26.649999618530273,27.15999984741211,25.850000381469727,26.440000534057617,26.440000534057617,8541600,GME
2024-11-19,25.889999389648438,27.600000381469727,25.709999084472656,27.56999969482422,27.56999969482422,8698600,GME
2024-11-20,27.260000228881836,29.799999237060547,27.260000228881836,28.450000762939453,28.450000762939453,22089700,GME
2024-11-21,29.09000015258789,29.170000076293945,27.18000030517578,27.81999969482422,27.81999969482422,10587200,GME
2024-11-22,27.8799991607666,28.459999084472656,27.420000076293945,27.899999618530273,27.899999618530273,7975700,GME
2024-11-25,28.049999237060547,29.770000457763672,27.959999084472656,29.670000076293945,29.670000076293945,13090400,GME
2024-11-26,29.399999618530273,32.119998931884766,28.780000686645508,30.329999923706055,30.329999923706055,24657300,GME
2024-11-27,30.799999237060547,31.549999237060547,30.510000228881836,30.889999389648438,30.889999389648438,12895100,GME
2024-11-29,31.010000228881836,31.079999923706055,28.850000381469727,29.049999237060547,29.049999237060547,10473700,GME
2024-12-02,28.959999084472656,29.3700008392334,26.75,27.270000457763672,27.270000457763672,13576600,GME
2024-12-03,26.549999237060547,27.59000015258789,26.489999771118164,27.440000534057617,27.440000534057617,6009900,GME
2024-12-04,27.06999969482422,27.829999923706055,26.6299991607666,27.030000686645508,27.030000686645508,6387500,GME
2024-12-05,27.0,30.8700008392334,26.149999618530273,28.6299991607666,28.6299991607666,40704900,GME
2024-12-06,29.1200008392334,29.350000381469727,28.110000610351562,29.059999465942383,29.059999465942383,15161400,GME
2024-12-09,29.0,29.860000610351562,27.739999771118164,27.93000030517578,27.93000030517578,11495400,GME
2024-12-10,27.8799991607666,28.389999389648438,26.850000381469727,26.93000030517578,26.93000030517578,18209400,GME
2024-12-11,27.75,30.15999984741211,27.510000228881836,28.969999313354492,28.969999313354492,20485000,GME
2024-12-12,28.899999618530273,29.65999984741211,28.579999923706055,28.75,28.75,8855700,GME
2024-12-13,28.700000762939453,28.860000610351562,27.920000076293945,27.989999771118164,27.989999771118164,6581600,GME
2024-12-16,27.700000762939453,29.59000015258789,27.270000457763672,29.440000534057617,29.440000534057617,8700000,GME
2024-12-17,29.639999389648438,31.8799991607666,29.639999389648438,31.260000228881836,31.260000228881836,19948100,GME
2024-12-18,31.100000381469727,31.700000762939453,28.34000015258789,28.549999237060547,28.549999237060547,13947300,GME
2024-12-19,29.15999984741211,30.600000381469727,28.81999969482422,29.0,29.0,10338200,GME
2024-12-20,28.540000915527344,30.520000457763672,28.309999465942383,29.81999969482422,29.81999969482422,19606700,GME
2024-12-23,29.81999969482422,31.110000610351562,29.780000686645508,30.899999618530273,30.899999618530273,8226500,GME
2024-12-24,31.0,31.59000015258789,30.579999923706055,31.139999389648438,31.139999389648438,5523500,GME
2024-12-26,32.619998931884766,34.369998931884766,31.600000381469727,32.9900016784668,32.9900016784668,20432900,GME
2024-12-27,32.38999938964844,33.04999923706055,30.729999542236328,32.20000076293945,32.20000076293945,10141700,GME
2024-12-30,31.799999237060547,32.880001068115234,31.610000610351562,32.0099983215332,32.0099983215332,9593100,GME
2024-12-31,32.060001373291016,32.439998626708984,31.100000381469727,31.34000015258789,31.34000015258789,7395300,GME
2025-01-02,31.84000015258789,32.04999923706055,30.3700008392334,30.65999984741211,30.65999984741211,7979700,GME
2025-01-03,30.799999237060547,32.13999938964844,30.56999969482422,31.649999618530273,31.649999618530273,7461800,GME
2025-01-06,31.700000762939453,33.4900016784668,30.760000228881836,32.81999969482422,32.81999969482422,12609400,GME
2025-01-07,32.79999923706055,34.400001525878906,31.709999084472656,33.369998931884766,33.369998931884766,13360700,GME
2025-01-08,32.970001220703125,33.369998931884766,32.40999984741211,32.959999084472656,32.959999084472656,6320000,GME
2025-01-10,32.5,32.939998626708984,31.399999618530273,32.310001373291016,32.310001373291016,7068200,GME
2025-01-13,31.600000381469727,31.799999237060547,30.899999618530273,31.020000457763672,31.020000457763672,5567000,GME
2025-01-14,31.260000228881836,31.68000030517578,27.559999465942383,27.8799991607666,27.8799991607666,11796600,GME
2025-01-15,28.899999618530273,29.329999923706055,27.84000015258789,27.959999084472656,27.959999084472656,6025400,GME
2025-01-16,27.940000534057617,28.139999389648438,27.40999984741211,27.719999313354492,27.719999313354492,4432000,GME
2025-01-17,27.610000610351562,28.790000915527344,27.020000457763672,27.510000228881836,27.510000228881836,8977500,GME
2025-01-21,27.399999618530273,27.56999969482422,26.329999923706055,27.469999313354492,27.469999313354492,5867800,GME
2025-01-22,27.360000610351562,28.020000457763672,27.299999237060547,27.649999618530273,27.649999618530273,5025400,GME
2025-01-23,27.8799991607666,29.260000228881836,27.68000030517578,28.329999923706055,28.329999923706055,8828200,GME
2025-01-24,28.299999237060547,28.670000076293945,27.6200008392334,27.770000457763672,27.770000457763672,4511600,GME
2025-01-27,26.920000076293945,27.68000030517578,26.799999237060547,26.969999313354492,26.969999313354492,5060300,GME
2025-01-28,27.0,27.59000015258789,26.649999618530273,27.459999084472656,27.459999084472656,3169900,GME
2025-01-29,27.40999984741211,27.739999771118164,27.059999465942383,27.510000228881836,27.510000228881836,3220400,GME
2025-01-30,27.84000015258789,28.229999542236328,27.709999084472656,27.989999771118164,27.989999771118164,3343900,GME
2025-01-31,27.790000915527344,28.18000030517578,26.899999618530273,26.899999618530273,26.899999618530273,4544000,GME
2025-02-03,25.56999969482422,26.540000915527344,25.5,25.889999389648438,25.889999389648438,5740500,GME
2025-02-04,25.850000381469727,26.25,25.799999237060547,25.899999618530273,25.899999618530273,3353700,GME
2025-02-05,25.700000762939453,25.809999465942383,24.899999618530273,24.93000030517578,24.93000030517578,4580200,GME
2025-02-06,24.93000030517578,25.389999389648438,24.530000686645508,24.799999237060547,24.799999237060547,4349500,GME
2025-02-07,24.899999618530273,25.020000457763672,24.600000381469727,24.729999542236328,24.729999542236328,3403300,GME
2025-02-10,25.5,27.270000457763672,25.299999237060547,27.1200008392334,27.1200008392334,9694700,GME
2025-02-11,26.850000381469727,27.760000228881836,26.469999313354492,26.559999465942383,26.559999465942383,7042700,GME
2025-02-12,26.1200008392334,26.399999618530273,25.600000381469727,25.989999771118164,25.989999771118164,3999200,GME
2025-02-13,25.75,26.399999618530273,25.75,26.34000015258789,26.34000015258789,8255300,GME
2025-02-14,28.899999618530273,28.969999313354492,26.899999618530273,27.0,27.0,12142600,GME
2025-02-18,27.030000686645508,27.59000015258789,26.65999984741211,26.969999313354492,26.969999313354492,5337800,GME
